Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m)
30.38778475,64.94448396,25.57303591,47.12366164,0.0,,3.790092468,3.504452944
31.38773152,64.94448556,25.57303789,46.83514968,0.0,,3.790092468,3.359032631
32.3875226,64.94447886,25.57303893,46.54504312,0.9200000167,216.1999969,3.790092468,3.288426638
33.38729614,64.94447163,25.57302781,45.03380745,1.279999971,249.8000031,3.790092468,3.34179163
34.38747812,64.94445992,25.57303254,43.29282894,1.480000019,248.1999969,3.790092468,3.334242344
35.38986712,64.94445079,25.57302926,41.97464455,1.179999948,244.8000031,3.790092468,3.132519722
36.38861951,64.94444501,25.5730087,41.68942478,1.179999948,242.8000031,3.99777627,3.424418926
37.39068685,64.9444347,25.57298642,39.92110773,1.279999971,227.1000061,3.790092468,3.207559347
38.38622284,64.94442618,25.57296553,39.15181561,1.320000052,230.1000061,3.790092468,3.063192368
39.38603898,64.94441967,25.5729416,39.04787005,1.370000005,233.1999969,3.790092468,2.752795458
40.38548767,64.94441339,25.57292273,38.30427555,1.320000052,235.1000061,3.790092468,2.589198351
41.38543772,64.94440621,25.5729026,37.80451583,1.340000033,232.6999969,3.790092468,2.5
42.39161246,64.9443969,25.57288293,37.52838685,1.399999976,226.0,3.790092468,2.5
43.39190506,64.94438763,25.57286296,36.72119105,1.399999976,225.3999939,3.790092468,2.5
44.39183781,64.94438037,25.57284321,36.65154595,1.320000052,231.8000031,3.790092468,2.5
45.38626213,64.94437103,25.57282528,35.83812421,1.460000038,219.3999939,3.790092468,2.5
46.38578192,64.94435943,25.57280935,35.1402396,1.5,211.6999969,3.790092468,2.5
47.39141535,64.94434856,25.57279586,34.68680114,1.399999976,205.8999939,3.790092468,2.5
48.39064748,64.94433789,25.57278896,33.95302743,1.389999986,199.8999939,3.790092468,2.5
49.39111581,64.94432576,25.57278923,33.71253746,1.429999948,186.5,3.790092468,2.5
50.38553007,64.94431419,25.5727955,33.20666629,1.370000005,177.1999969,3.790092468,2.5
51.38583851,64.94430305,25.57280688,33.18834361,1.409999967,168.3000031,3.790092468,2.5
52.39127454,64.94429328,25.57282485,33.11893485,1.379999995,151.3000031,3.790092468,2.5
53.39087376,64.94428542,25.57284523,33.55160274,1.330000043,136.3000031,3.790092468,2.5
54.39112969,64.94427844,25.57286408,34.21144452,1.149999976,134.6000061,3.790092468,2.5
55.38586823,64.94426944,25.57288224,34.68939974,1.320000052,143.6000061,3.790092468,2.5
56.3861515,64.94426167,25.57290142,34.71398683,1.25999999,141.1000061,3.790092468,2.5
57.39029801,64.94425581,25.57292306,35.58067741,1.25999999,135.3999939,3.790092468,2.5
58.39116577,64.94424945,25.57294221,36.07688449,1.190000057,143.1000061,3.790092468,2.5
59.38952248,64.94424156,25.57296412,35.9539491,1.370000005,143.8000031,3.790092468,2.5
60.38527727,64.94423527,25.57298865,36.09065839,1.159999967,133.5,3.790092468,2.5
61.3859243,64.94422896,25.57301551,36.40217201,1.320000052,131.3000031,3.790092468,2.5
62.39090565,64.94422369,25.57304455,36.2792991,1.330000043,127.3000031,3.790092468,2.5
63.39063809,64.94421692,25.57307005,36.39513378,1.309999943,132.6999969,3.790092468,2.5
64.39240636,64.94420864,25.57309342,36.52463921,1.370000005,144.8000031,3.790092468,2.5
65.39229438,64.94419901,25.57311314,36.69894371,1.350000024,148.5,3.790092468,2.5
66.38636797,64.94418855,25.57313223,36.90974654,1.330000043,141.6999969,3.790092468,2.5
67.38908151,64.94417712,25.57314985,36.65759701,1.370000005,147.3000031,3.790092468,2.5
68.39215734,64.94416654,25.57317016,36.81023304,1.360000014,140.0,3.790092468,2.5
69.39009369,64.94415703,25.57318716,36.86295601,1.320000052,147.1999969,3.790092468,2.5
70.39050399,64.94414688,25.57320644,36.20657161,1.340000033,141.5,3.790092468,2.5
71.38675529,64.94413783,25.57322543,35.95118925,1.350000024,147.3999939,3.790092468,2.5
72.39140258,64.94412758,25.57323828,35.66840187,1.25999999,154.3999939,3.790092468,2.5
73.39176789,64.94411526,25.57324667,34.88890908,1.289999962,163.0,3.790092468,2.5
74.3910095,64.94410493,25.57325813,34.36100463,1.360000014,145.8999939,3.790092468,2.5
75.39202324,64.94409501,25.5732674,34.34774932,1.330000043,148.3000031,3.790092468,2.5
76.39011042,64.94408475,25.57328397,34.3562822,1.340000033,143.3999939,3.790092468,2.5
77.39040115,64.94407496,25.57329954,33.6655969,1.340000033,146.1999969,3.790092468,2.5
78.38985964,64.9440657,25.57331079,33.22625551,1.309999943,150.0,3.790092468,2.5
79.39033619,64.94405615,25.57332403,33.1008784,1.299999952,149.1999969,3.790092468,2.5
80.39000733,64.94404515,25.57334401,32.90079191,1.440000057,145.5,3.790092468,2.5
81.38639353,64.94403621,25.57336232,32.77663535,1.269999981,139.6999969,3.790092468,2.5
82.3907491,64.94402532,25.57337588,32.56513632,1.340000033,153.1999969,3.790092468,2.5
83.3904292,64.94401409,25.57339302,32.36077757,1.419999957,143.3000031,3.790092468,2.5
84.39075237,64.94400488,25.57341047,32.41936013,1.360000014,143.3999939,3.790092468,2.5
85.39168679,64.94399582,25.57342509,32.38132459,1.350000024,144.3000031,3.790092468,2.5
86.38719267,64.943986,25.57344044,32.25002651,1.360000014,144.3999939,3.790092468,2.5
87.38646241,64.94397676,25.57345905,32.23103319,1.350000024,139.0,3.790092468,2.5
88.3906335,64.94396754,25.5734783,31.86096558,1.350000024,137.0,3.790092468,2.5
89.390645,64.94395717,25.57349385,32.47032857,1.429999948,143.8999939,3.790092468,2.5
90.39078422,64.94394728,25.57350606,32.03513683,1.379999995,142.6000061,3.790092468,2.5
91.39139223,64.94393851,25.57351826,31.3359691,1.330000043,142.8999939,3.790092468,2.5
92.38685587,64.94392881,25.5735312,30.54103622,1.360000014,142.3000031,3.790092468,2.5
93.39083899,64.94391828,25.57354665,30.49219595,1.360000014,143.8000031,3.790092468,2.5
94.39142534,64.94390609,25.5735605,30.25457261,1.409999967,145.6999969,3.790092468,2.5
95.3907844,64.94389461,25.57357328,30.30259462,1.350000024,145.1000061,3.790092468,2.5
96.38768184,64.94388321,25.5735835,30.71316591,1.320000052,151.0,3.790092468,2.5
97.39077257,64.94387124,25.57358985,30.82783878,1.320000052,162.8000031,3.790092468,2.5
98.38971158,64.94385904,25.57359097,30.94239012,1.350000024,177.6000061,3.790092468,2.5
99.39195334,64.94384696,25.57358273,30.27447221,1.360000014,194.5,3.790092468,2.5
100.3901843,64.94383675,25.5735689,30.12047289,1.289999962,209.6999969,3.790092468,2.5
101.3905093,64.94382714,25.57355103,29.87156505,1.340000033,217.6999969,3.790092468,2.5
102.3916595,64.94381878,25.5735286,29.88260777,1.350000024,229.5,3.790092468,2.5
103.3921747,64.94381243,25.57350518,29.96793232,1.340000033,232.3999939,3.790092468,2.5
104.3916777,64.94380678,25.57347866,29.48795035,1.309999943,233.8000031,3.790092468,2.5
105.3878596,64.94380059,25.57345529,29.74045033,1.309999943,232.6000061,3.790092468,2.5
106.3873722,64.94379428,25.57343066,30.0525207,1.360000014,233.3000031,3.790092468,2.5
107.3911723,64.94378849,25.57340588,30.27999684,1.320000052,236.8999939,3.790092468,2.5
108.3904912,64.94378176,25.57338434,30.32363375,1.289999962,233.6000061,3.790092468,2.5
109.3900962,64.94377564,25.57335995,30.46791861,1.309999943,233.8999939,3.790092468,2.5
110.3907736,64.94376947,25.57333531,29.95338999,1.330000043,233.1999969,3.790092468,2.5
111.3906962,64.94376342,25.57331025,29.77693527,1.309999943,234.0,3.790092468,2.5
112.3906482,64.94375653,25.57328906,29.70033271,1.309999943,229.3000031,3.790092468,2.5
113.3915819,64.94375025,25.57326979,30.17023925,1.299999952,231.3000031,3.790092468,2.5
114.3868245,64.94374352,25.57324685,30.19233094,1.330000043,234.8000031,3.790092468,2.5
115.3912635,64.94373721,25.57322365,30.70563401,1.289999962,235.1000061,3.790092468,2.5
116.3894251,64.94373041,25.57319879,30.82788461,1.299999952,235.8999939,3.790092468,2.5
117.3903333,64.94372305,25.57317371,30.71460005,1.320000052,233.1000061,3.790092468,2.5
118.3889402,64.94371859,25.57315179,30.76324403,1.230000019,235.1999969,3.790092468,2.5
119.3884893,64.94371359,25.57312849,30.89166065,1.190000057,237.3000031,3.790092468,2.5
120.3904505,64.9437075,25.57310636,31.2163041,1.190000057,237.6999969,3.790092468,2.5
121.3914614,64.94369989,25.57308314,31.2935708,1.289999962,232.1000061,3.790092468,2.5
122.3916397,64.94369476,25.57305899,31.69933117,1.279999971,238.0,3.790092468,2.5
123.3914788,64.94368685,25.57303776,32.07292297,1.279999971,232.5,3.790092468,2.5
124.3867746,64.94367975,25.57301494,32.62962124,1.25,235.3000031,3.790092468,2.5
125.3931042,64.94367191,25.57299241,32.6629423,1.340000033,231.8999939,3.790092468,2.5
126.3907829,64.94366292,25.57297026,32.82803713,1.480000019,230.8999939,3.790092468,2.5
127.3918589,64.94365461,25.57294866,32.79794209,1.25,233.8000031,3.790092468,2.5
128.3863842,64.94364675,25.57292584,32.90304052,1.340000033,232.0,3.790092468,2.5
129.3918642,64.9436383,25.57290121,33.03474998,1.350000024,232.8999939,3.790092468,2.5
130.3908377,64.94363014,25.57287581,33.05446032,1.360000014,233.3000031,3.790092468,2.5
131.394635,64.94361936,25.57285779,32.33411585,1.299999952,232.0,3.790092468,2.5
132.3868031,64.9436106,25.57283617,32.53729676,1.269999981,238.5,3.790092468,2.5
133.3902609,64.94360372,25.57281481,32.73974697,1.24000001,236.8000031,3.790092468,2.5
134.3920346,64.94359663,25.5727917,32.57342283,1.350000024,233.1999969,3.790092468,2.5
135.3915371,64.94358732,25.5727685,32.48656438,1.389999986,230.1999969,3.790092468,2.5
136.3911191,64.94357777,25.57274355,32.45244034,1.379999995,231.0,3.790092468,2.5
137.3908534,64.94356985,25.57272387,32.78135418,1.210000038,234.0,3.790092468,2.5
138.3910449,64.94356196,25.57270227,32.64988014,1.370000005,230.5,3.790092468,2.5
139.3934246,64.94355572,25.57268177,33.32895437,1.210000038,234.8000031,3.790092468,2.5
140.3903861,64.943548,25.57265663,33.03170952,1.389999986,232.0,3.790092468,2.5
141.3913912,64.94354082,25.57263207,33.07436988,1.289999962,233.6999969,3.790092468,2.5
142.3870499,64.94353371,25.57260725,33.60537262,1.320000052,240.0,3.790092468,2.5
143.3925579,64.943527,25.5725839,34.13271343,1.330000043,234.8999939,3.790092468,2.5
144.3917213,64.94351903,25.57256104,34.07344408,1.350000024,231.6999969,3.790092468,2.5
145.3902576,64.94351058,25.57253685,34.28755095,1.360000014,233.6999969,3.790092468,2.5
146.3909239,64.94350212,25.57251106,34.78205354,1.360000014,236.8000031,3.790092468,2.5
147.3891427,64.94349292,25.57248663,35.71301764,1.360000014,234.3000031,3.790092468,2.5
148.3912934,64.94348505,25.57246095,36.03625613,1.350000024,232.1000061,3.790092468,2.5
149.3911267,64.94347824,25.57243693,36.24816724,1.25,237.0,3.790092468,2.5
150.3911509,64.94347043,25.57240925,36.11651105,1.389999986,233.8000031,3.790092468,2.5
151.3917334,64.94346246,25.57238144,35.9448767,1.309999943,233.1000061,3.790092468,2.5
152.3890779,64.94345414,25.57235523,36.10771445,1.360000014,233.1000061,3.790092468,2.5
153.3913229,64.94344584,25.57232907,36.01469283,1.470000029,233.1000061,3.790092468,2.5
154.3914763,64.94343705,25.57230498,36.06717827,1.399999976,233.6000061,3.790092468,2.5
155.3900166,64.94342775,25.57227999,36.11728298,1.350000024,233.8000031,3.790092468,2.5
156.3862912,64.94341972,25.57225701,36.5623471,1.309999943,232.5,3.790092468,2.5
157.3917692,64.94341096,25.57223285,36.72054547,1.360000014,232.6999969,3.790092468,2.5
158.3915559,64.94340176,25.57220895,36.75154611,1.360000014,229.1999969,3.790092468,2.5
159.3913198,64.94339308,25.5721859,36.72785963,1.360000014,233.0,3.790092468,2.5
160.3860655,64.94338565,25.57216358,36.82484072,1.299999952,234.3999939,3.790092468,2.5
161.3863301,64.94337759,25.5721433,37.06201868,1.289999962,233.6000061,3.790092468,2.5
162.3915989,64.94336848,25.57212517,37.6663218,1.320000052,232.6000061,3.790092468,2.5
163.3908989,64.94335826,25.57210473,37.7246037,1.370000005,233.1999969,3.790092468,2.5
164.3900555,64.94334811,25.57208431,37.71098626,1.320000052,231.0,3.790092468,2.5
165.3909013,64.94334012,25.57206346,38.04966583,1.279999971,232.0,3.790092468,2.5
166.3912662,64.94333351,25.57204147,38.2880661,1.279999971,234.5,3.790092468,2.5
167.3913808,64.94332566,25.57201937,38.24283485,1.309999943,233.3000031,3.790092468,2.5
168.3908626,64.94331742,25.57199702,37.91549878,1.309999943,233.1999969,3.790092468,2.5
169.3897773,64.94331109,25.57197621,37.86672873,1.230000019,232.6999969,3.790092468,2.5
170.3912295,64.94330342,25.57195603,37.9998421,1.309999943,231.8999939,3.790092468,2.5
171.390679,64.943297,25.5719373,38.26436513,1.309999943,230.8000031,3.790092468,2.5
172.3910742,64.94329103,25.57192019,38.05354655,1.200000048,230.5,3.790092468,2.5
173.3911298,64.94328336,25.57189854,38.0506738,1.289999962,232.8000031,3.790092468,2.5
174.3909954,64.94327704,25.57187693,38.19788777,1.350000024,234.3999939,3.790092468,2.5
175.3905308,64.94326999,25.57185267,38.15235241,1.379999995,234.1999969,3.790092468,2.5
176.3898731,64.94326272,25.57183217,38.12720204,1.309999943,233.0,3.790092468,2.5
177.3876141,64.94325561,25.57181232,38.28607273,1.279999971,232.6999969,3.790092468,2.5
178.3909145,64.94324747,25.57179017,38.3819545,1.309999943,232.8000031,3.790092468,2.5
179.3910759,64.94324001,25.57176671,38.07305194,1.25999999,234.3000031,3.790092468,2.5
180.3912839,64.9432328,25.57174582,38.3543592,1.279999971,235.3000031,3.790092468,2.5
181.386912,64.94322663,25.57172544,38.80650477,1.129999995,236.3000031,3.790092468,2.5
182.3922011,64.9432213,25.5717031,39.22898833,1.25999999,236.6999969,3.790092468,2.5
183.3908091,64.94321483,25.5716813,39.14396342,1.299999952,231.1999969,3.790092468,2.5
184.3870831,64.94320975,25.57165876,38.98984812,1.25999999,236.0,3.790092468,2.5
185.3914611,64.94320489,25.57163688,38.95981741,1.299999952,233.3999939,3.790092468,2.5
186.3910494,64.94319948,25.57161734,39.0656501,1.269999981,231.8999939,3.790092468,2.5
187.3906945,64.94319404,25.5715969,39.05930028,1.299999952,234.8000031,3.790092468,2.5
188.3902213,64.94318667,25.57157638,38.8169257,1.279999971,232.5,3.790092468,2.5
189.3903335,64.94318082,25.57155639,39.01357835,1.279999971,233.1999969,3.790092468,2.5
190.3900849,64.94317453,25.57153526,38.90133183,1.279999971,236.0,3.790092468,2.5
191.3908852,64.94316659,25.5715113,38.80501434,1.269999981,235.1999969,3.790092468,2.5
192.3910305,64.94315933,25.57148987,39.09309654,1.25,231.1999969,3.790092468,2.5
193.3909435,64.94315206,25.57146756,38.86445523,1.279999971,231.8999939,3.790092468,2.5
194.3910336,64.94314507,25.57144441,38.97364389,1.299999952,234.3999939,3.790092468,2.5
195.3922799,64.94313848,25.5714204,39.04877543,1.340000033,236.1000061,3.790092468,2.5
196.3909659,64.94313111,25.57139657,39.00934322,1.360000014,231.6999969,3.790092468,2.5
197.3870273,64.94312409,25.57137738,39.29889017,1.24000001,226.3999939,3.790092468,2.5
198.390794,64.94311694,25.57135551,39.36749012,1.330000043,231.0,3.790092468,2.5
199.3912044,64.9431093,25.57133244,39.31481292,1.350000024,232.8999939,3.790092468,2.5
200.3908392,64.94310086,25.57130792,38.87218156,1.409999967,226.8999939,3.790092468,2.5
201.3904711,64.94309412,25.57128205,38.75151245,1.299999952,234.1000061,3.790092468,2.5
202.3900551,64.9430862,25.57125909,38.79569777,1.289999962,231.6000061,3.790092468,2.5
203.3920005,64.94307879,25.57123732,39.19663388,1.279999971,235.0,3.790092468,2.5
204.3912231,64.94307123,25.5712166,39.11411023,1.289999962,231.1000061,3.790092468,2.5
205.3919107,64.94306214,25.57119984,39.36697275,1.309999943,223.3999939,3.790092468,2.5
206.3903609,64.94305458,25.5711784,39.40114842,1.320000052,234.5,3.790092468,2.5
207.3917576,64.94304714,25.57115364,38.45021726,1.370000005,232.1000061,3.790092468,2.5
208.3903335,64.94304024,25.57113387,38.12343139,1.279999971,228.8000031,3.790092468,2.5
209.3918519,64.94303362,25.57111095,37.9311067,1.299999952,234.3000031,3.790092468,2.5
210.3907078,64.94302626,25.57108716,38.06080292,1.320000052,232.8999939,3.790092468,2.5
211.3919164,64.94301908,25.57106381,38.07447141,1.299999952,234.3000031,3.790092468,2.5
212.3910002,64.94301192,25.57104038,38.25000516,1.299999952,232.0,3.790092468,2.5
213.3904969,64.9430053,25.57101461,38.1219509,1.269999981,237.5,3.790092468,2.5
214.3907904,64.94299685,25.57099263,38.26690462,1.340000033,231.1999969,3.790092468,2.5
215.3915619,64.94298919,25.57096902,38.01769428,1.309999943,233.1000061,3.790092468,2.5
216.3905284,64.94298183,25.57094884,38.20378646,1.350000024,229.1999969,3.790092468,2.5
217.3909501,64.94297535,25.57092936,38.18071189,1.230000019,233.0,3.790092468,2.5
218.391524,64.94296963,25.57090799,38.0505216,1.330000043,231.6000061,3.790092468,2.5
219.3917876,64.9429633,25.57088579,37.86216436,1.370000005,233.6000061,3.790092468,2.5
220.3907945,64.9429569,25.5708603,37.38016739,1.340000033,236.3999939,3.790092468,2.5
221.3875394,64.94295132,25.57083973,37.42783357,1.230000019,233.8999939,3.790092468,2.5
222.386435,64.94294541,25.57081688,37.72934499,1.25999999,233.6999969,3.790092468,2.5
223.3909621,64.94293724,25.57079189,37.90225351,1.360000014,233.1000061,3.790092468,2.5
224.3910938,64.94292921,25.57076564,38.00588744,1.340000033,234.8000031,3.790092468,2.5
225.3903771,64.94292186,25.57074366,37.99215079,1.330000043,231.8999939,3.790092468,2.5
226.3906095,64.94291432,25.57072324,37.9929401,1.309999943,232.8999939,3.790092468,2.5
227.390533,64.94290813,25.5707015,37.92274699,1.220000029,237.8999939,3.790092468,2.5
228.3909373,64.94290164,25.57067669,37.8043973,1.190000057,237.6999969,3.790092468,2.5
229.3910572,64.9428923,25.57065265,37.56977285,1.360000014,230.5,3.790092468,2.5
230.3868617,64.94288591,25.57063122,37.71356876,1.220000029,238.6000061,3.790092468,2.5
231.3875837,64.9428785,25.57060846,37.9387848,1.309999943,234.8000031,3.790092468,2.5
232.3906242,64.94287209,25.57058517,38.23046915,1.220000029,238.0,3.790092468,2.5
233.391191,64.94286409,25.57056172,38.0257531,1.340000033,233.0,3.790092468,2.5
234.3900825,64.94285525,25.57053775,37.88756465,1.330000043,233.1999969,3.790092468,2.5
235.3893844,64.9428471,25.57051312,37.60911816,1.299999952,236.0,3.790092468,2.5
236.3907388,64.94283933,25.57049033,37.8944535,1.200000048,233.6000061,3.790092468,2.5
237.391837,64.94283114,25.57046424,38.44175181,1.24000001,238.6999969,3.790092468,2.5
238.3909869,64.94282271,25.57043642,38.26114487,1.309999943,236.6999969,3.790092468,2.5
239.3908345,64.94281542,25.57040633,38.44803201,1.350000024,240.6000061,3.790092468,2.5
240.3862472,64.94280942,25.57038132,38.87246845,1.279999971,238.8999939,3.790092468,2.5
241.3904968,64.94280514,25.57035532,38.83419914,1.299999952,243.0,3.790092468,2.5
242.3907312,64.94279976,25.57032766,39.41519173,1.340000033,242.8000031,3.790092468,2.5
243.391026,64.94279325,25.5702998,39.66476239,1.350000024,240.1000061,3.790092468,2.5
244.3859043,64.94278883,25.57027393,39.81020875,1.299999952,243.1999969,3.790092468,2.5
245.3913864,64.94278388,25.57025045,40.34908688,1.220000029,241.8000031,3.790092468,2.5
246.3913217,64.94277855,25.57022849,40.85268611,1.230000019,235.1999969,3.790092468,2.5
