Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m)
465.3898682,64.94246672,25.56426412,27.83915633,1.389999986,296.2999878,3.790092468,2.5
466.391674,64.94247121,25.5642388,27.6368937,1.360000014,298.7000122,3.790092468,2.5
467.3911518,64.94247562,25.56421128,27.26110836,1.370000005,294.1000061,3.790092468,2.5
468.3914765,64.94248144,25.56418382,27.08692346,1.419999957,298.2999878,3.790092468,2.5
469.3910034,64.94248798,25.56415673,27.09340324,1.5,299.3999939,3.790092468,2.5
470.3915664,64.9424943,25.56413185,27.09994354,1.389999986,301.2000122,3.790092468,2.5
471.3913982,64.94250169,25.56410707,27.07230513,1.409999967,300.8999939,3.790092468,2.5
472.391185,64.9425085,25.5640822,27.16752997,1.429999948,301.5,3.790092468,2.5
473.3909486,64.94251541,25.56405719,27.27191019,1.409999967,299.8999939,3.790092468,2.5
474.3915371,64.94252064,25.56403184,27.47138165,1.350000024,297.3999939,3.790092468,2.5
475.3910268,64.94252644,25.56400479,27.26448183,1.399999976,299.8999939,3.790092468,2.5
476.3909902,64.94253404,25.56397756,27.13528148,1.429999948,297.0,3.790092468,2.5
477.3907495,64.94253955,25.56394989,26.88175061,1.370000005,294.5,3.790092468,2.5
478.3895075,64.94254567,25.56392375,27.16124012,1.399999976,297.5,3.790092468,2.5
479.3902879,64.94255191,25.56389773,27.23089085,1.429999948,301.7000122,3.790092468,2.5
480.3904999,64.94255781,25.56386915,27.18268275,1.429999948,296.5,3.790092468,2.5
481.3926254,64.94256332,25.56384116,27.10151521,1.440000057,294.8999939,3.790092468,2.5
482.3928484,64.94256988,25.56381367,26.71437935,1.429999948,296.6000061,3.790092468,2.5
483.3916543,64.94257474,25.56378931,26.50692894,1.340000033,293.2000122,3.790092468,2.5
484.3906564,64.94258131,25.56376328,26.42631143,1.470000029,299.1000061,3.790092468,2.5
485.390772,64.94258763,25.563736,26.26878957,1.440000057,301.1000061,3.790092468,2.5
486.3906839,64.94259275,25.5637091,26.40551701,1.429999948,296.3999939,3.790092468,2.5
487.3917508,64.94259885,25.56368125,26.33503116,1.440000057,298.6000061,3.790092468,2.5
488.3912285,64.94260399,25.56365328,26.36366552,1.429999948,298.2000122,3.790092468,2.5
489.3933775,64.94260977,25.56362689,26.45840132,1.379999995,298.2000122,3.790092468,2.5
490.3913153,64.94261443,25.56360234,26.49576276,1.309999943,293.6000061,3.790092468,2.5
491.3872198,64.94261876,25.56357966,26.49754012,1.320000052,293.7000122,3.790092468,2.5
492.3912198,64.94262541,25.56355417,26.34819702,1.389999986,300.2999878,3.790092468,2.5
493.3893573,64.94263172,25.56352775,26.68225217,1.389999986,295.7000122,3.790092468,2.5
494.3918418,64.94263845,25.56349925,26.96265812,1.480000019,297.7000122,3.790092468,2.5
495.3909968,64.94264412,25.56347055,27.04598058,1.5,293.3999939,3.790092468,2.5
496.3907942,64.94264821,25.56344082,27.04934565,1.539999962,284.1000061,3.790092468,2.5
497.3899918,64.9426523,25.56341239,27.43881893,1.409999967,285.3999939,3.790092468,2.5
498.39112,64.94265408,25.56338224,27.53587086,1.460000038,275.0,3.790092468,2.5
499.3909466,64.94265568,25.56335108,27.48186075,1.409999967,275.6000061,3.790092468,2.5
500.3892362,64.94265698,25.56332192,27.54625828,1.379999995,276.7999878,3.790092468,2.5
501.3910837,64.94265875,25.56329274,27.49072217,1.409999967,281.5,3.790092468,2.5
502.3908923,64.9426622,25.56326546,27.57196714,1.399999976,292.7999878,3.790092468,2.5
503.3918329,64.94266803,25.56323712,27.66121011,1.50999999,301.2000122,3.790092468,2.5
504.3909717,64.94267245,25.56320998,27.71462394,1.399999976,296.7000122,3.790092468,2.5
505.3893045,64.94267733,25.56318293,27.60952989,1.360000014,299.6000061,3.790092468,2.5
506.3910808,64.94268468,25.56315584,27.695112,1.480000019,300.1000061,3.790092468,2.5
507.391921,64.94269097,25.56312955,27.60399621,1.450000048,300.2000122,3.790092468,2.5
508.3917167,64.94269662,25.56310277,27.94128566,1.419999957,301.7999878,3.790092468,2.5
509.3920025,64.94270499,25.56307836,27.79121159,1.419999957,311.7000122,3.790092468,2.5
510.3912582,64.94271445,25.56305341,27.73971041,1.470000029,314.7999878,3.790092468,2.5
511.3921786,64.94272208,25.56302761,27.89127159,1.419999957,311.0,3.790092468,2.5
512.3912944,64.94272967,25.56300667,28.02983154,1.379999995,312.5,3.790092468,2.5
513.3910124,64.94273845,25.56298585,28.00390285,1.399999976,314.7999878,3.790092468,2.5
514.3907709,64.94274765,25.56296506,28.05152191,1.470000029,313.5,3.790092468,2.5
515.3913304,64.94275612,25.56294245,28.3719677,1.440000057,307.7000122,3.790092468,2.5
516.3914115,64.94276399,25.56291986,28.26888997,1.419999957,309.7999878,3.790092468,2.5
517.3933689,64.94277144,25.56289419,27.98478202,1.409999967,303.0,3.790092468,2.5
518.3912232,64.9427785,25.56286666,27.68175307,1.389999986,303.1000061,3.790092468,2.5
519.3910743,64.94278482,25.56284305,27.67547579,1.419999957,300.0,3.790092468,2.5
520.3911359,64.94279168,25.56281757,27.49152595,1.379999995,301.2999878,3.790092468,2.5
521.3905665,64.94279888,25.56279167,27.12202962,1.340000033,298.5,3.790092468,2.5
522.3915617,64.94280503,25.56276735,26.81155306,1.330000043,301.0,3.790092468,2.5
523.391865,64.94281163,25.56274253,26.51755649,1.340000033,300.3999939,3.790092468,2.5
524.3914186,64.94281756,25.56271627,26.32994378,1.370000005,296.2999878,3.790092468,2.5
525.3909333,64.94282325,25.56268846,26.11730666,1.440000057,295.8999939,3.790092468,2.5
526.3917344,64.9428279,25.56266251,25.98846956,1.419999957,297.1000061,3.790092468,2.5
527.3912456,64.94283336,25.5626372,25.87776056,1.419999957,297.8999939,3.790092468,2.5
528.3918324,64.94283998,25.56261369,25.95980142,1.399999976,298.7000122,3.790092468,2.5
529.3913596,64.94284631,25.56258718,25.95590494,1.389999986,299.7000122,3.790092468,2.5
530.391841,64.94285201,25.5625597,26.19181514,1.450000048,298.6000061,3.790092468,2.5
531.3919618,64.94285862,25.56253127,26.05998951,1.440000057,298.7000122,3.790092468,2.5
532.3926052,64.94286489,25.56250438,26.25280934,1.419999957,299.7999878,3.790092468,2.5
533.3921318,64.94287105,25.56247735,26.06525799,1.389999986,301.7999878,3.790092468,2.5
534.3913564,64.94287712,25.56244993,25.91921052,1.419999957,300.3999939,3.790092468,2.5
535.3911864,64.94288367,25.56242477,25.84005771,1.419999957,298.7000122,3.790092468,2.5
536.3911641,64.94289054,25.56239893,26.39939406,1.450000048,298.7000122,3.790092468,2.5
537.3918011,64.94289751,25.56237333,26.40239502,1.429999948,298.8999939,3.790092468,2.5
538.3917172,64.94290397,25.56234732,26.70422368,1.429999948,299.6000061,3.790092468,2.5
539.3921575,64.94290987,25.56232021,26.80689427,1.409999967,300.1000061,3.790092468,2.5
540.3893669,64.94291577,25.56228993,26.86555897,1.460000038,298.7999878,3.790092468,2.5
541.3932689,64.94292172,25.56226429,26.84451112,1.360000014,296.7000122,3.790092468,2.5
542.3921016,64.9429283,25.56223747,26.75785125,1.389999986,302.3999939,3.790092468,2.5
543.3905149,64.94293652,25.56221156,26.99583878,1.409999967,306.7000122,3.790092468,2.5
544.3914089,64.94294394,25.56218681,27.18255586,1.460000038,305.2000122,3.790092468,2.5
545.3909597,64.94295061,25.56215961,27.19251478,1.450000048,300.6000061,3.790092468,2.5
546.3912345,64.94295495,25.56213217,27.18110924,1.399999976,296.7000122,3.790092468,2.5
547.3913218,64.94296212,25.56210323,27.20998978,1.450000048,300.2000122,3.790092468,2.5
548.3875891,64.94296893,25.56207567,26.95646011,1.389999986,299.8999939,3.790092468,2.5
549.3882223,64.94297448,25.56205083,26.82542642,1.370000005,296.2000122,3.790092468,2.5
550.3912333,64.942981,25.56202584,26.77837804,1.409999967,300.2999878,3.790092468,2.5
551.3911839,64.94298686,25.56200121,26.9202328,1.389999986,298.7999878,3.790092468,2.5
552.3912801,64.9429941,25.56197591,26.83607577,1.409999967,300.0,3.790092468,2.5
553.3912958,64.94300024,25.56194688,26.65969412,1.440000057,297.1000061,3.790092468,2.5
554.3915485,64.9430068,25.56191907,26.45877656,1.429999948,302.1000061,3.790092468,2.5
555.3906715,64.94301292,25.56189186,26.25895713,1.330000043,300.0,3.790092468,2.5
556.389855,64.9430179,25.56186368,26.30443706,1.25999999,293.0,3.790092468,2.5
557.3909781,64.94302242,25.5618373,25.94854912,1.350000024,298.0,3.790092468,2.5
558.3913282,64.94302861,25.56181074,25.90815349,1.429999948,298.8999939,3.790092468,2.5
559.3914189,64.94303433,25.56178455,25.88594584,1.460000038,295.2000122,3.790092468,2.5
560.393008,64.94303961,25.56175695,25.8799123,1.440000057,293.1000061,3.790092468,2.5
561.3894639,64.94304235,25.56172874,25.79465283,1.370000005,287.0,3.790092468,2.5
562.3912525,64.94304466,25.56170055,25.91038173,1.389999986,278.8999939,3.790092468,2.5
563.3901008,64.94304607,25.56167242,26.02995498,1.409999967,271.3999939,3.790092468,2.5
564.3904164,64.94304285,25.56164569,25.99431129,1.340000033,253.1000061,3.790092468,2.5
565.3913663,64.94303402,25.56162347,26.27433552,1.450000048,230.3999939,3.790092468,2.5
566.3909542,64.94302411,25.56160695,26.22348632,1.309999943,217.6000061,3.790092468,2.5
567.392182,64.9430137,25.56159375,26.04995552,1.360000014,213.3999939,3.790092468,2.5
568.3919257,64.94300276,25.56158331,26.2408037,1.389999986,208.8999939,3.790092468,2.5
569.3904128,64.94299178,25.56157119,26.36890794,1.379999995,209.1000061,3.790092468,2.5
570.3917741,64.94298053,25.56155827,26.41748324,1.419999957,207.0,3.790092468,2.5
571.391794,64.94296971,25.56154436,26.57573926,1.409999967,210.6000061,3.790092468,2.5
572.390949,64.94295879,25.56152769,26.78636375,1.419999957,212.6999969,3.790092468,2.5
573.39131,64.94294844,25.56151489,26.97367279,1.360000014,210.6999969,3.790092468,2.5
574.3908128,64.94293696,25.56150518,26.86349497,1.379999995,207.3000031,3.790092468,2.5
575.3924853,64.94292487,25.5614951,27.00026487,1.429999948,208.1000061,3.790092468,2.5
576.3918854,64.94291337,25.56148409,27.34486017,1.429999948,208.3000031,3.790092468,2.5
577.391688,64.9429021,25.56147127,27.035037,1.419999957,206.8000031,3.790092468,2.5
578.3901203,64.94289123,25.56145646,26.89800501,1.409999967,207.8000031,3.790092468,2.5
579.390517,64.94288104,25.56144331,26.92174003,1.370000005,206.8000031,3.790092468,2.5
580.3904837,64.94287048,25.56142728,26.96079495,1.379999995,206.3000031,3.790092468,2.5
581.3905036,64.94285931,25.56141292,26.80233928,1.399999976,207.0,3.790092468,2.5
582.3913141,64.94284852,25.56139821,26.74013646,1.399999976,209.3000031,3.790092468,2.5
583.3904567,64.94283772,25.56138366,26.79841701,1.419999957,209.3000031,3.790092468,2.5
584.3915635,64.94282634,25.5613672,26.65760061,1.419999957,209.8000031,3.790092468,2.5
585.3876172,64.94281564,25.56135466,26.64544639,1.370000005,206.1000061,3.790092468,2.5
586.3916339,64.94280463,25.56134039,26.86803334,1.399999976,211.0,3.790092468,2.5
587.3927324,64.94279493,25.56132767,27.12577755,1.399999976,208.3999939,3.790092468,2.5
588.3925081,64.94278301,25.56131296,27.28470404,1.429999948,208.1000061,3.790092468,2.5
589.3923251,64.94277116,25.5612972,27.2645536,1.49000001,210.0,3.790092468,2.5
590.3925875,64.94275924,25.5612811,27.36757209,1.450000048,210.3000031,3.790092468,2.5
591.390093,64.94274835,25.56126426,27.68586266,1.379999995,207.8999939,3.790092468,2.5
592.3914563,64.942736,25.56125177,27.65771567,1.440000057,206.1999969,3.790092468,2.5
593.3927629,64.94272366,25.56123905,27.95934168,1.429999948,205.8999939,3.790092468,2.5
594.3927654,64.94271026,25.56122553,27.91331056,1.470000029,206.8000031,3.790092468,2.5
595.3927031,64.94269809,25.56121147,27.63253946,1.429999948,209.6000061,3.790092468,2.5
596.3936447,64.94268621,25.56119545,27.63393444,1.450000048,209.3000031,3.790092468,2.5
597.3915455,64.94267572,25.56118089,27.58155855,1.419999957,208.8999939,3.790092468,2.5
598.391726,64.94266501,25.56116476,27.38227105,1.370000005,207.5,3.790092468,2.5
599.3933899,64.94265338,25.56114884,27.61572192,1.399999976,207.5,3.790092468,2.5
600.3926259,64.94264136,25.5611342,27.56633532,1.409999967,206.6999969,3.790092468,2.5
601.3911866,64.94263,25.56111949,27.63639515,1.460000038,207.8999939,3.790092468,2.5
602.3927148,64.94262004,25.56110664,27.58884128,1.440000057,211.5,3.790092468,2.5
603.3904517,64.94261022,25.56109463,27.69411945,1.370000005,206.5,3.790092468,2.5
604.3918384,64.94260018,25.56108095,27.59480782,1.360000014,207.0,3.790092468,2.5
605.3928432,64.94258964,25.56106536,27.31916542,1.409999967,208.0,3.790092468,2.5
606.392383,64.9425784,25.56105255,27.21460351,1.409999967,208.8999939,3.790092468,2.5
607.3926887,64.94256667,25.56103898,27.07250463,1.440000057,208.1000061,3.790092468,2.5
608.3907658,64.94255587,25.56102647,26.77800168,1.419999957,207.1999969,3.790092468,2.5
609.3889536,64.94254502,25.56101412,26.65256605,1.340000033,208.0,3.790092468,2.5
610.3915025,64.94253477,25.56099891,26.63375981,1.360000014,209.8999939,3.790092468,2.5
611.3913705,64.94252264,25.56098736,26.7330543,1.399999976,205.1999969,3.790092468,2.5
612.3924406,64.94251106,25.56097513,26.56123125,1.419999957,208.0,3.790092468,2.5
613.3923539,64.94249859,25.56096027,26.56921731,1.429999948,209.3000031,3.790092468,2.5
614.3890632,64.94248762,25.56094653,26.58391848,1.350000024,209.8000031,3.790092468,2.5
615.3908507,64.94247701,25.56092934,27.00065906,1.379999995,210.3000031,3.790092468,2.5
616.3920391,64.94246717,25.56091332,26.98020538,1.340000033,210.0,3.790092468,2.5
617.392573,64.94245733,25.56089721,26.97629223,1.389999986,209.1000061,3.790092468,2.5
618.3934567,64.94244865,25.56088177,26.8104538,1.320000052,211.6000061,3.790092468,2.5
619.390695,64.9424391,25.56086747,26.75997084,1.340000033,208.6999969,3.790092468,2.5
620.3925003,64.94242853,25.56085373,26.97279251,1.399999976,205.8000031,3.790092468,2.5
621.3922951,64.94241796,25.56083965,26.96686422,1.350000024,206.1999969,3.790092468,2.5
622.3943916,64.94240778,25.56082536,26.76458624,1.340000033,207.6000061,3.790092468,2.5
623.39292,64.94239664,25.56080938,26.55425095,1.350000024,212.8000031,3.790092468,2.5
624.3928129,64.94238478,25.5607935,26.39640521,1.379999995,209.6000061,3.790092468,2.5
625.3912543,64.94237276,25.56078197,26.35940831,1.279999971,207.3000031,3.790092468,2.5
626.393772,64.94236163,25.56077006,26.46419696,1.320000052,208.8000031,3.790092468,2.5
627.3929169,64.94235059,25.56075398,26.4988569,1.409999967,212.8999939,3.790092468,2.5
628.3924864,64.94234025,25.56073859,26.32898859,1.409999967,204.6999969,3.790092468,2.5
629.3910446,64.94232956,25.560729,25.95745896,1.389999986,203.3000031,3.790092468,2.5
630.3906167,64.94231824,25.56071809,26.07152463,1.389999986,200.5,3.790092468,2.5
631.3922227,64.94230658,25.56070867,26.29868791,1.370000005,200.0,3.790092468,2.5
632.3937855,64.94229408,25.56070855,26.36062689,1.419999957,184.3000031,3.790092468,2.5
633.3926904,64.94228183,25.56070629,26.26015186,1.389999986,172.3000031,3.790092468,2.5
634.3922381,64.94226996,25.56071316,26.47876767,1.429999948,156.0,3.790092468,2.5
635.3907469,64.94226044,25.56072882,26.35644202,1.320000052,138.1000061,3.790092468,2.5
636.393326,64.94225215,25.56075041,26.56669724,1.409999967,132.1000061,3.790092468,2.5
637.3922901,64.94224282,25.56077202,26.66989581,1.340000033,129.3000031,3.790092468,2.5
638.3927429,64.94223388,25.56079594,27.06215692,1.429999948,128.8000031,3.790092468,2.5
639.3924059,64.94222638,25.56081815,27.43201972,1.350000024,124.0,3.790092468,2.5
640.3905097,64.94221977,25.56084328,27.48114318,1.429999948,126.5,3.790092468,2.5
641.3929098,64.94221241,25.56086974,27.38732142,1.440000057,123.9000015,3.790092468,2.5
642.3939688,64.94220654,25.56089322,27.75797902,1.379999995,121.5999985,3.790092468,2.5
643.393077,64.94220046,25.56091699,27.73135855,1.279999971,122.5,3.790092468,2.5
644.3940951,64.94219401,25.56094075,27.68752582,1.379999995,122.8000031,3.790092468,2.5
645.3979134,64.94218822,25.56096283,28.10640147,1.309999943,124.5999985,3.790092468,2.5
646.3909252,64.9421809,25.56098673,28.07239457,1.360000014,127.4000015,3.790092468,2.5
647.3904555,64.94217308,25.56100852,28.32397099,1.309999943,127.0999985,3.790092468,2.5
648.393499,64.94216521,25.56103314,27.884629,1.440000057,131.1000061,3.790092468,2.5
649.3930015,64.94215567,25.56105683,27.01639152,1.50999999,135.6999969,3.790092468,2.5
650.3922644,64.94214656,25.56107814,26.60085255,1.360000014,135.6000061,3.790092468,2.5
651.3916463,64.94213697,25.56109891,26.90723704,1.360000014,136.6999969,3.790092468,2.5
652.39287,64.94212832,25.56112015,26.73016286,1.370000005,134.3000031,3.790092468,2.5
653.3934142,64.94211951,25.56114008,26.74742466,1.340000033,131.6999969,3.790092468,2.5
654.393845,64.94211135,25.56115906,26.44986788,1.320000052,135.5,3.790092468,2.5
655.3909923,64.94210233,25.56117763,26.48763749,1.320000052,140.3000031,3.790092468,2.5
656.3934078,64.94209334,25.56119701,26.19453543,1.370000005,143.3000031,3.790092468,2.5
657.3928918,64.94208332,25.56121343,26.34454807,1.340000033,147.3999939,3.790092468,2.5
658.3940004,64.94207399,25.56122821,26.44866316,1.269999981,147.1000061,3.790092468,2.5
659.3915699,64.94206356,25.56124251,26.71598529,1.330000043,149.1999969,3.790092468,2.5
660.3937352,64.94205314,25.56125657,26.80685483,1.340000033,147.5,3.790092468,2.5
661.3918672,64.94204315,25.56126909,26.55934609,1.360000014,150.8000031,3.790092468,2.5
662.3926705,64.94203226,25.56127994,26.63532308,1.350000024,155.1000061,3.790092468,2.5
663.3910931,64.9420205,25.56129114,26.34008338,1.370000005,159.8999939,3.790092468,2.5
664.3916209,64.94200824,25.56129857,26.41837891,1.320000052,166.3999939,3.790092468,2.5
665.3932875,64.94199651,25.56130143,26.401888,1.320000052,175.8000031,3.790092468,2.5
666.3921909,64.94198546,25.5612999,26.2113261,1.340000033,186.5,3.790092468,2.5
667.3924161,64.94197449,25.56129633,26.76460002,1.379999995,194.6000061,3.790092468,2.5
668.3901373,64.94196328,25.56129081,26.51605515,1.360000014,192.1999969,3.790092468,2.5
669.389859,64.94195162,25.56128477,27.1603322,1.320000052,195.5,3.790092468,2.5
670.3929229,64.94194016,25.56127138,26.83824087,1.309999943,202.5,3.790092468,2.5
671.392626,64.94192654,25.5612597,26.70505108,1.419999957,201.0,3.790092468,2.5
672.3928012,64.94191488,25.56124998,26.81179204,1.340000033,199.8000031,3.790092468,2.5
673.3916904,64.94190305,25.56123946,27.07234155,1.370000005,201.0,3.790092468,2.5
674.3921541,64.94189184,25.56123258,27.01117481,1.379999995,195.6999969,3.790092468,2.5
675.3921726,64.94188065,25.56122836,26.70843055,1.440000057,191.6000061,3.790092468,2.5
676.3928065,64.94187045,25.56122064,26.86546556,1.360000014,201.1000061,3.790092468,2.5
677.3929148,64.94186005,25.56121141,26.87882384,1.320000052,200.3999939,3.790092468,2.5
678.3925653,64.94184852,25.5612018,27.08822604,1.360000014,200.8999939,3.790092468,2.5
679.3924834,64.94183715,25.56119223,27.25325582,1.320000052,198.5,3.790092468,2.5
680.3908661,64.94182611,25.56118198,27.20667713,1.330000043,202.1000061,3.790092468,2.5
681.3949653,64.94181531,25.5611733,27.47693193,1.340000033,203.5,3.790092468,2.5
682.3928637,64.9418048,25.56116291,27.3726145,1.269999981,201.1000061,3.790092468,2.5
683.3915599,64.9417932,25.56115186,27.1475686,1.370000005,201.5,3.790092468,2.5
